Timestamp,Key,Interval_ms,Chars_per_Second,Error_Count,is_human
28/10/2024 18:47,e,"15,74","63,54",0,0
28/10/2024 18:47,s,"16,22","61,64",0,0
28/10/2024 18:47,[SPACE],"16,1","62,12",0,0
28/10/2024 18:47,u,"15,54","64,33",0,0
28/10/2024 18:47,n,"15,85","63,1",0,0
28/10/2024 18:47,[SPACE],"16,28","61,43",0,0
28/10/2024 18:47,p,"15,5","64,5",0,0
28/10/2024 18:47,l,"16,61","60,19",0,0
28/10/2024 18:47,a,"16,09","62,13",0,0
28/10/2024 18:47,c,"16,15","61,93",0,0
28/10/2024 18:47,e,"15,25","65,57",0,0
28/10/2024 18:47,r,"16,3","61,34",0,0
28/10/2024 18:51,p,0,0,0,1
28/10/2024 18:51,a,"355,53","2,81",0,1
28/10/2024 18:51,n,150,"6,67",0,1
28/10/2024 18:51,[SPACE],160,"6,25",0,1
28/10/2024 18:51,p,"218,02","4,59",0,1
28/10/2024 18:51,a,"86,98","11,5",0,1
28/10/2024 18:51,r,109,"9,17",0,1
28/10/2024 18:51,a,105,"9,52",0,1
28/10/2024 18:51,n,"351,03","2,85",0,1
28/10/2024 18:51,[SPACE],150,"6,67",0,1
28/10/2024 18:51,[BACKSPACE],"200,98","4,98",1,1
28/10/2024 18:51,a,91,"10,99",1,1
28/10/2024 18:51,d,91,"10,99",1,1
28/10/2024 18:51,a,96,"10,42",1,1
28/10/2024 18:51,[SPACE],124,"8,06",1,1
28/10/2024 18:51,n,"268,09","3,73",1,1
28/10/2024 18:51,a,"126,37","7,91",1,1
